"ID","text","Ever_Gaslit","Gender","Age","condition"
2551,"The supervisor consistently tells the student worker that missing a few deadlines and classes every week to pick up someone else's shift will not have too much of an impact on their classes, and picking up more hours means more money to pay for those classes.","No","Female",19,"train"
2558,"The worker was often gaslit by his boss and manipulated him daily. He would always try to gain control over him and his boss made him question his worth and ability to do the job. He ended up quitting and finding a new job. ","No","Female",18,"train"
2569,"The supervisor tells stories to the other workers about the student worker. For example, the supervisor has told them that the student worker never cleans the coffee maker when in fact, she does. The student worker tells her coworkers and supervisor that she is the only one who does it. The supervisor tells her that at the end of the night, he is the one who cleans it when it is supposed to be the student worker's job. Eventually, the student worker tends to believe the supervisor and thinks she does not clean it at all. ","No","Female",20,"train"
2577,"The student says that they didn't get paid enough on their last paycheck based on their hours. The manager says everything is correct and that they got paid the correct amount. The student has proof of their hours but the manager does not believe them and claims they are lying. ","No","Female",18,"train"
2588,"The student worker shows up to work on time every day and always completes her duties to the best of her ability. Every Friday night, she mops the floor before closing the shop. On Saturday morning, her supervisor said, ""There is no way you mopped the floor last night -- there is dirt everywhere."" She told her supervisor that she did mop the floor, but her supervisor insisted she did not and instructed her to do it again. Despite remembering mopping the floor, the girl begins to feel like she's losing her mind because of her supervisor's claims.","No","Male",19,"train"
2640,"the student worker was new to to the job and knowing that the person was new the manager constantly gets mad at them for the small mistakes that they're making. the manager then calls a meeting and says everying thing that the student worker has done either naming the person or not.","No","Female",20,"train"
2651,"In Thursday morning, Johnny and his supervisor was in a little argument about who did not lock up the shop last night. Both of them were highly confusing and blaming each other for not locking the shop. So, the supervisor gaslighted johnny by saying "" That never happens. I always remember to lock the shop every day after the shop is closed.  In Johnny view, he was also confused because it wasn't his task to close up the shop but the person in charge such as the supervisor or other co- worker.","No","Male",18,"train"
2656,"The manager is supposed to open up the coffee shop every morning but unfortunately manager is always late and they always gaslight the student workers into thinking that it's their job to open up the coffee shop early in the morning.","No","Female",19,"train"
2671,"The supervisor gaslights the student into believing they aren't doing enough work even though they are. The student believes them and begins to work harder than they are required.","No","Male",22,"train"
2688,"My supervisor is very micromanaging. He always likes everything to be perfect and done a certain way. He will write you up if you're late more than two times. One day, I ended up being late because I had gotten in a fenderbender. My supervisor was not willing to understand my lateness, and said ""Make up another reason why I should feel bad about you being late"" when I was not lying. I even showed him pictures and he said that I took them off the internet, then wrote me up.","No","Female",19,"train"
2692,"The supervisor didn't like the student, so he made the student do all the work. For example, he just tells the student to go through the trash and other things. Also, when the student didn't come to work,  he scold the student in front of other workers. And the demands got worse. ","No","Female",19,"train"
2720,"My name is Amy and I have social anxiety. Even though I don't want my anxiety to be a label/ a part of my personality, I want to work on it by working at a coffee shop. One day, I encountered a customer that wanted to order an extravagant drink with all sorts of ingredients. However, the customer was not pleased with what they ordered and started to yell at me! They demanded to speak to my manager, and my manager overheard this incident. My manager came out and the customer began to complain about everything that was wrong with the drink, saying that there wasn't ""enough"" caramel drizzling on the whipped cream. I wanted to speak but I couldn't say anything.. I just froze. My manager then turns to me and started to yell at me! In front of the customer! I thought a manager was supposed to defend their workers and remove the displeased customers. My manager apologized to the customer and gave the customer a full refund. As the customer left, they pulled me aside and started to pick at me. They asked, ""Do you even deserve to work here?"" I tried to respond but I couldn't. I was starting to believe that I didn't deserve to work at a coffee shop, let alone overcome my social anxiety. ","No","Female",NA,"train"
2723,"One day, I'm taking a customer's coffee order and I take down their name and set the cup aside for someone else to make it, when my supervisor calls me over. He looks me up and down and goes ""you can't wear glasses while working it's company policy"" and I say ""you've never said that, I don't know what you're talking about"" and he goes ""take them off or you're fired; yes I certainly did say that"".","No","Female",19,"train"
2747,"My boss is constantly gaslighting me saying that if I complete extra tasks I will get a raise but this has been happening for 2 months and I have yet to get a raise. I think they are just using me to do extra tasks and there will never really be a raise.","No","Female",20,"train"
2754,"the worker makes the coffee right every time but the supervisor constantly tells them they are wrong and to fix everything ","No","Female",19,"train"
2763,"The worker was preparing a drink for a lactose intolerant customer during the morning rush. During this rush the supervisor attempts to help everything along and puts whipped cream on the customers order by mistake. The customer files a complaint leading to the supervisor reprimanding the worker for preparing the wrong order. The worker states that they did not put the cream onto the order however the supervisor states that they were the only barista on duty making drinks and that no one else had a hand in it.","No","Male",21,"train"
2776,"I was not supposed to work the closing shift since I was the first one to clock in for the day, like I do during all of my shifts. I ended up staying a little later after my shift ended because we were in the middle of a rush and I wanted to help out my coworkers. As soon as the rush started to slow down my manager started to send home coworkers that had clocked in after me. I decided to speak up and say that I was supposed to clock out first. My manager called me selfish and told me that I was always supposed to close and to stay last. ","No","Female",20,"train"
2779,"I was in the coffee shop helping out one of my regulars for the 5th time this week when my manager walked in during the busy part of the day.  Knowing I was busy and in the heat of making drinks, he made an effort to inform me one of my co-workers called out again for tomorrow. He asked me to come in for her knowing how many hours I've worked this week already. Taking advantage of my short attention span and telling me he needs me again, he finds a way to get in my head about working again. He begged me to work, and I finally said yes again this week.","No","Female",18,"train"
2780,"Today my supervisor was very rude to me. They made nasty faces at me my whole shift and i even heard them talking about me to other coworkers. But when I confronted them about it, they made me seem like i was seeing and hearing things and told me that never happened .","No","Female",18,"train"
2816,"I the student worker have an idea on how to fix something that went wrong with one of the machines the manager is trained to repair but then steals the idea from me and the manager gets praised for fixing the problem for something I came up with without giving me credit.","No","Female",18,"train"
2823,"A story when the supervisor is gaslighting the student worker could be by telling them that the coffee they are making is gross. It could be the best coffee made but the supervisor is gaslighting the student worker by making them think it is gross. The student worker is minding their own business and getting compliments of how good their coffee they made was by the buyers. The supervisor says they look gross and to do better. So, the student worker believes the supervisor and tends to think they need to do a better job. ","No","Female",20,"train"
2846,"I'm new to this job and it's my first time to work in the coffee shop. So I make mistakes a lot. One day, I was still memorizing the recipes and confused it, but I noticed it and managed the customer well. However, my supervisor keeps saying ""You have a terrible memory"" all the time. ","No","Female",21,"train"
2851,"The manager of my coffee shop hardly does their work and never cleans up after themselves, always enlisting my help. Often, they leave things out after making drinks for the customers and try to manipulate me into thinking that I did it when I know I didn't. The days are so long and they are so persuasive that I can actually never remember if I left it out or not. It gets so bad that I often just agree with whatever my manager says that I did because I do not know the difference between their reality or mine. ","No","Female",19,"train"
2869,"My supervisor tried to gaslight me into believing that I made the wrong order. Even though she is the one who made the wrong coffee for the customer. The customer came back with the wrong coffee and my supervisor looked at me and told me to fix it. And after the customer left said I can't make stupid mistakes like that. ","No","Female",19,"train"
2875,"I went to work and told my supervisor about a situation where a coworker was making me uncomfortable. In response she told me ""they would never do something like that. Are you sure you didn't do anything that would make them do that?"" I started feeling like my supervisor was right and maybe it was my fault.","No","Female",19,"train"
2892,"The supervisor could be gaslighting the student by making them do work that they aren't obligated to do. The supervisor can make the worker do work that is their responsibility but takes advantage of the student that is working for them. The student has to listen to the supervisor because if he or she says no they can get fired. They rather just do it rather than face any consequences that may occur.","No","Male",20,"train"
2906,"The student worker has been speaking to other employees and talking about gathering together for a raise, the boss wants a reason to fire them. It is a regular shift with no problems, a customer receives a drink the student worker made and said it tastes funny but didn't mind it. The boss sees this and pulls the worker to the side and complains to the student worker how they are doing their job wrong, the student worker originally believed they were in the right. Eventually the student worker started second guessing themselves and wondered if they actually made a mistake.","No","Male",19,"train"
2917,"From the perspective of the student worker, the supervisor is clearly in a position of power and exercises this leverage on the student. As an example of gaslighting, the supervisor might be constant criticisms of the student worker's actions as a worker. For example, it they do a task wrong the supervisor will out of their way to make the student worker feel bad about. If a student makes a certain drink wrong because it is their first time making it, they might shame the student in front of the other employees.  ","No","Female",20,"train"
2922,"A student worker asked their boss for a week off for a family vacation, which the boss approved. During the first day of the family vacation, the boss called the student worker and asked why they had not shown up for their shift. The student worker explained to their boss that they had already asked for this week off and the boss had approved the time. The boss continues denying the situation and yelling at the student worker for not telling them in advance about their vacation. The boss blames the worker for the lack of staff and tells them that to make up for it, they will be making up the time as soon as they return from vacation.","No","Female",19,"train"
2935,"A young employee is working and takes an order with joy and respect. Her manager watches from a few feet away and approaches her and tells her to be more lively with the customers. Although she was respectful enthusiastic and kept a smile her manager still feel it wasn't enough. After going back and forth with the manager the employee admits she could be better and apologizes for not be ""lively"" with the customers.","No","Male",18,"train"
2945,"The supervisor frequently mismanages the coffee shop so the responsibilities is put on the student worker. If something wrong happens, the supervisor blames the student worker for failing to do their job and makes them feel incompetent. One time the student worker was told to order some supplies by the supervisor but they were given the wrong amount of supplies to order by the supervisor. This caused the supervisor to yell and embarrass the worker in front of everybody. The supervisor made the worker feel incompetent and put the blame of the mis-ordered supplies on the worker even though it was the fault of the supervisor for this mismanagement.  ","No","Female",18,"train"
2990,"My supervisor is trying to gaslight me into thinking i gave a customer the wrong change. This girl ordered a iced matcha latte which is 5:26 and i am almost 100% sure i have her back 4.74 back. My Supervisor thinks i gave her 6.74 back which explains the 2 missing dollars in the cash box. She said she saw video footage of proof but will not show it to me. The camera either way is too far to even see the exact change i gave her. ","No","Female",18,"train"
3009,"There is a student-worker who believes that they are doing a great job at work. However, one day their manager walks in and the student worker begins to doubt their competency. The manager tells the student worker that they have been mistaken in their judgement. The manager explains how they have been doing a bad job and should not be complacent.","No","Male",21,"train"
3038,"The manager leaves an important piece of equipment on, causing damage to the equipment. The manager approaches the student worker, upset, and blames them for the incident. The manager tells the student worker that they were the only one who could have possibly left the equipment on. The student worker begins to believe that they left the equipment on and forgot. ","No","Male",19,"train"
3047,"As a student worker at the campus coffee shop, I always try my best to serve customers with a smile and provide excellent service. However, my supervisor's behavior has been making my work life challenging. One day, an incident occurred that left me feeling frustrated and confused.    I had just finished taking an order from a customer when my supervisor walked over to me and said, ""Why did you give that customer the wrong drink? They're complaining that it's not what they ordered.""    I was taken aback because I was sure that I had given the customer the correct drink. I explained this to my supervisor, but they insisted that I was wrong and that I needed to fix the mistake. Feeling flustered, I quickly remade the drink and handed it to the customer with an apology.    Later that day, I checked the order log and realized that I had indeed given the customer the correct drink. I was furious that my supervisor had made me doubt myself and had caused me to waste time and resources on something that wasn't my fault. I decided to confront my supervisor and show them the order log as proof.    However, when I approached my supervisor and presented the evidence, they simply shrugged and said, ""Well, mistakes happen. You should double-check your work next time.""    I was incredulous. Not only had my supervisor gaslit me by making me doubt my own memory, but they were now dismissing my concerns as if I were at fault. I felt powerless and frustrated, knowing that there was little I could do to change the situation.    From that day on, I made sure to double-check every order and interaction with customers. While it added extra stress to my job, it was a necessary precaution to protect myself from my supervisor's gaslighting tactics. I knew that I couldn't change their behavior, but I could control my own actions and make sure that I did my job to the best of my abilities.","No","Female",20,"train"
3090,"A girlfriend calls you crazy for seeing something ","No","Male",20,"train"
3095,"the supervisor does not like the student worker and feels the need to pick on them. The student worker knows that they always close the register, but the supervisor picks on them saying that they never close it, knowing that it was another employee. the student worker then begins to question themselves saying statements like ""But I know I always close the register, have I really been forgetting to this while time?"" ","No","Female",19,"train"
3128,"Mary is a student worker who always goes to work and constantly keeps her supervisor aware of when she won't be in. Just like today when she swore she told her supervisor that she wouldn't be in today because she a scheduled group project meeting with her classmates to finish out the end of year project. Now she is looking down at her supervisors name pop up on her screen. She contemplates if she should answer. She answers..     Mary, ""Hello"" and she sighs because she knows what he is calling for.     ""Mary why are you not here yet! There are so many staff members that are off today! and we are short staffed and we need your help. Are you running late?""    ""No, remember I told you that I wont be in today and I put it on your calendar so that you don't forget"" Mary said    "" No I don't see that"" he says as he is looking at the date on his calendar.     ""Well I put it there 2 weeks ago. This is my last project of the year and I have to make sure that I am here to help my classmates and to get a participation grade"" She says immediately regretting answering her phone.     ""Mary I don't see it and I remember you telling me that you was going to be here today. I asked you earlier in the week because I knew we was going to be short staffed. You said you would be here."" Mary had to think back and check in her mind did say that before she looks crazy. She beats herself up in her head because her mind is drawing a blank on the day that he is speaking of. Mary feels bad because she doesn't remember and start to think that she actually did say that she will be there on that day. Embarrassment fills her face as she turns red and starts to panic.     ""Hello Mary...Are you there? We really need you today""     ""Im here. I will be in. Give me an hour"" Mary says as she hangs up on her supervisor. ","No","Female",28,"train"
3135,"The supervisor keeps saying that I am making the coffee wrong. Each time I help a customer they say I was rude. They criticize the way I prepare the coffee. Eventually, I feel like I am doing everything wrong. ","No","Female",20,"train"
3138,"A manger might make a mistake such as giving a costumer the wrong order. Instead of the manger taking reasonability, they might blame the problem on the worker and say they made the drink wrong. This will cause the blame to go on the worker instead of the manger. This will cause extra stress for the worker and make them question if they really did make a mistake.","No","Female",22,"train"
3157,"I work at the coffee shop every day and arrive an hour early before opening at 10. My tasks are to clock in, turn the lights on, start the machines and sweep the floor. I arrived at 9 am and my supervisor who comes at 11 was already at the shop. She told me I was a half hour late and yelled at me.","No","Female",NA,"train"
3175,"The student-worker takes an order for a customer, and the supervisor sees the student worker make the drink incorrectly. The supervisor remarks, ""How could you mess up that order -- you are so stupid. Honestly, you should just leave; don't bother coming back either, you always make these stupid mistakes. I mean, it was the most straightforward order ever, and you still messed it up.""  From the perspective of the student-worker, he/she made a mistake which clearly does not warrant the comments from his/her supervisor. The supervisor deliberately 'blew up' the situation so as to make the student-worker feel less-than, wrong, and stupid for his/her actions.","No","Male",21,"train"
3199,"the student could be working to much but the suprervisor says no you dont work enough you only take 4 classes a week and people do more than that ","No","Female",19,"train"
3227,"""My supervisor yelled at me for forgetting to lock up last night, except I did lock up last night. I know i did! They then went off at me for being the worst employee they've ever had. They said the next time it happens I'm out of here. I hope they're not too mad at me I'm so stressed I need this job I dont know why I keep doing so bad. ","No","Female",21,"train"
3270,"a rumor being spread when it was never said ","No","Male",23,"train"
3289,"I was preparing coffee this morning and my supervisor was at the cash register telling me what drinks to put together. He told me to prepare an iced coffee for a customer, so I did so. When I handed it to the customer, they said they ordered a hot coffee. Later, my supervisor said that he told me to prepare a hot coffee. He kept saying it and I started to believe that I must've made up hearing iced coffee.","No","Female",20,"train"
3320,"the managersays he  tells the student to clean the bathroom at 12. the student says the manger never told him that and says he might fire him . the student repels and says that he gaslighting him into thinking he told him that . the manager then tells the student since he has to study for classes he doesn't have a good memory about what people say   ","No","Female",18,"train"
3329,"Every Sunday the new work schedule gets sent out and for the past few weeks Aniyah (student worker) was scheduled to work on Mondays until this schedule was sent out. Aniyah (student worker) noticed that she was not on the schedule for Monday. When Monday rolls around she does not come into work. An hour after her shifts typically start she received a call from her supervisor asking where she was and why she was not at work, to which Aniyah replied she was not on the schedule. The supervisor states that Aniyah must've been looking at an old schedule and that she scheduled Aniyah for this day and she needs to come in now or else. After going back and fourth for a moment Aniyah admits to being wrong even though she was sure she looked at the right schedule and went into work.","No","Female",18,"train"
3336,"One night the student worker is told to lock up shop at the end of the night and is told to return the key the following morning to their boss. The student does everything they are told to do. The morning after the boss is furious with the worker. The boss yells at the worker for not returning the key to them the previous morning, causing the shop to be left unlocked all night. The boss then gaslights the worker into believing they did not return the key even though they did.","No","Male",18,"train"
3341,"When I left work on Friday I checked the schedule to make sure I didn't have to work on Monday, when I looked I didn't have to, but on Monday my Supervisor called me and told me I had to work and I must have misremembered the schedule.","No","Female",23,"train"
3344,"I was walking past a coworker and he touched me inappropriately but I brushed it off as an accident, as the co-worker said sorry. But the next I was in the opposite direction as the coworker and they made their way towards me and touched me inappropriately again, but said sorry. I began to feel uncomfortable and went to tell a supervisor, who told me that it was an accident and that it was nothing to worry about. And as it happens again the supervisor tells me to watch where I am going. ","No","Female",19,"train"
3364,"The supervisor is probably gaslighting the worker into feeling or believing that every mistake is their fault. A drink that did not taste quite right, a spilled item, or the floor not being clean. ","No","Male",18,"train"
3381,"A incident that could occur is the employee getting reprimanded for forgetting to do something, by the supervisor. The supervisor laments that the employee should know how to complete the task, but in reality, the supervisor never taught or trained the employee on the task, so the employee isn't at fault. This is gaslighting because the manager is manipulating the employee into thinking they're inadequate when they were the ones that didn't do their job.","No","Female",20,"train"
3392,"The student worker had to do a massive lunch rush and lean all dishes while the supervisor was on break. When the supervisor returned the student worker asked for his break, the supervisor continuely said that he was there the whole time and he wasn't working, and that he couldn't take his break.","No","Male",18,"train"
3477,"I restocked the cups at the beginning of my shifts but as I was closing my manager told me that I did not refill them and that I was in trouble.","No","Female",20,"train"
3520,"The manager keeps accusing the worker of mixing up the blends of coffee. They keep saying the worker puts the Colombian roast in the Ethiopian roast pot, but in reality it was the manager when they were in a rush. The worker keeps saying they did not mix up the roasts, but the manager gets angry. The worker lets it go because in their opinion, this is not significant enough to get mad over. ","No","Female",19,"train"
3547,"The student worker had clocked into her shift just like she had every other day that she worked. She was exhausted from her classes and knew she was in for a long day at the cafe, but she knew she shouldn't complain considering that she had a job to begin with. However, she felt as though she wasn't being paid accordingly for the work and extra hours she had put in. She had expressed this to her boss multiple times prior, but nothing had come from the complaints. Today, she had decided to ask him about her situation, and he had simply just told her that she never brought up these concerns to him and that if she really had concerns, she would have brought the concerns up sooner. ","No","Female",20,"train"
3556,"The manager says, ""You never told me to not schedule you for that day, I would've remembered""--as I picture the very moment I told him. ""Are you sure that's what we talked about?"" the manager says. Now that I'm thinking about it, did I bring it up to him? Why wouldn't he remember it?","No","Female",19,"train"
3567,"Well the supervisor doesn't spills coffee on the floor but then gaslights the student into thinking it was his fault that the supervisor spilled the coffee by saying that the student distracted him and he wasn't able to pay attention and dropped the coffee.","No","Male",19,"train"
3569,"The supervisor frequently critiques the student worker, saying he missed steps or instructions the supervisor asked him to do, but never actually did.","No","Male",19,"train"
3574,"As I was working my shift at the campus coffee shop, my supervisor, Mr. Johnson, approached me with a scowl on his face. ""You forgot to restock the cups again,"" he accused, his tone sharp.    Confused, I replied, ""I restocked them just before the lunch rush. They should be fine.""    Mr. Johnson's eyes narrowed. ""No, you didn't. I saw them empty when I walked by earlier.""    Feeling uneasy, I started to doubt my own memory. Maybe I had missed something. But I distinctly remembered refilling the cups.    ""I'm sure I did it,"" I insisted, my voice faltering.    Mr. Johnson scoffed, shaking his head. ""Don't lie to me. If you can't handle such a simple task, maybe you're not cut out for this job.""    Feeling frustrated and belittled, I swallowed my pride and refilled the cups again, even though I knew I had already done it. As I worked, doubts gnawed at me, leaving me questioning my own competence.  ","No","Male",20,"train"
3576,"The worker spills coffee on the student but he says that its the students faul because it is so early in the morning and the student shouldn't be in the coffee shop.","No","Female",19,"train"
3595,"Last week, my manager, Laura, watched me drop a cup of coffee and started yelling at me.  She said that I drop cups all the time, that this is the third time I've dropped coffee this week, and she's going to have to write me up for not being careful enough.  The thing is, I don't drop coffee!  I hadn't dropped a single cup that week, but even when I pushed back she kept telling me I'm wrong and asking how I can not remember all the times I've dropped cups.  Eventually I had to give in because she's my manager, and by the end she had me questioning if maybe I did just forget how many times I've dropped cups!  Maybe she was right.","No","",20,"train"
553,"The student overhears the boss and a fellow employee making negative remarks about the student's performance and have even discussed rumors regarding this student. The student attempts to confront the boss about this because it makes the student feel very uncomfortable; so much so that they dread coming in to work now. However, the boss has no interest in entertaining the student's expression of their feelings. The boss tells the student they are being too sensitive and need to grow up.","Yes","Female",21,"train"
556,"The worker is working a regular day and some regular customers come in. They grab their coffees and say how good of a job the worker does every time they're there. They praise the worker for being able to be such a positive person while working and doing school. They claim to be proud of the worker. The supervisor over hears this and instead of congratulating her, the supervisor goes up to the worker and states how false the customers statements were. The supervisor says you're not even that great at balancing your student vs work life. You stress every day and it shows in your work abilities here. The worker is now feeling bad again, questioning all of their abilities and work/life balance.","Yes","Female",18,"train"
1002,"The supervisor can tell the student worker that the coffee that they make is terrible. But from the customers opinion the student worker actually makes very good coffee, the student worker actually gets compliments on how well they make coffee. The student worker feels self-doubt about their coffee because of the supervisors rude comments when in reality their coffee is actually really good and it tastes well. ","Yes","Female",18,"train"
